Code,Destination,Connect Cost,Included Seconds,Per Minute Cost,Initial Increment,Increment,Priority,Strip,Prepend
55753030,Cidades Importantes do Brasil - Fixo,0,4,0.1113,30,6,,55,8012
55753221,Cidades Importantes do Brasil - Fixo,0,4,0.1113,30,6,,55,8012
55753229,Cidades Importantes do Brasil - Fixo,0,4,0.1113,30,6,,55,8012
55753302,Cidades Importantes do Brasil - Fixo,0,4,0.1113,30,6,,55,8012
55753304,Cidades Importantes do Brasil - Fixo,0,4,0.1113,30,6,,55,8012
55753483,Cidades Importantes do Brasil - Fixo,0,4,0.1113,30,6,,55,8012
55753485,Cidades Importantes do Brasil - Fixo,0,4,0.1113,30,6,,55,8012
55753602,Cidades Importantes do Brasil - Fixo,0,4,0.1113,30,6,,55,8012
55753003,Cidades Importantes do Brasil - Fixo,0,4,0.1113,30,6,,55,8012
55753004,Cidades Importantes do Brasil - Fixo,0,4,0.1113,30,6,,55,8012
55753011,Cidades Importantes do Brasil - Fixo,0,4,0.1113,30,6,,55,8012
55753131,Cidades Importantes do Brasil - Fixo,0,4,0.1113,30,6,,55,8012
55753179,Cidades Importantes do Brasil - Fixo,0,4,0.1113,30,6,,55,8012
55753199,Cidades Importantes do Brasil - Fixo,0,4,0.1113,30,6,,55,8012
55753223,Cidades Importantes do Brasil - Fixo,0,4,0.1113,30,6,,55,8012
55753224,Cidades Importantes do Brasil - Fixo,0,4,0.1113,30,6,,55,8012
55753225,Cidades Importantes do Brasil - Fixo,0,4,0.1113,30,6,,55,8012
55753226,Cidades Importantes do Brasil - Fixo,0,4,0.1113,30,6,,55,8012
55753322,Cidades Importantes do Brasil - Fixo,0,4,0.1113,30,6,,55,8012
55753471,Cidades Importantes do Brasil - Fixo,0,4,0.1113,30,6,,55,8012
55753472,Cidades Importantes do Brasil - Fixo,0,4,0.1113,30,6,,55,8012
55753481,Cidades Importantes do Brasil - Fixo,0,4,0.1113,30,6,,55,8012
55753610,Cidades Importantes do Brasil - Fixo,0,4,0.1113,30,6,,55,8012
55753614,Cidades Importantes do Brasil - Fixo,0,4,0.1113,30,6,,55,8012
55753615,Cidades Importantes do Brasil - Fixo,0,4,0.1113,30,6,,55,8012
55754001,Cidades Importantes do Brasil - Fixo,0,4,0.1113,30,6,,55,8012
55754002,Cidades Importantes do Brasil - Fixo,0,4,0.1113,30,6,,55,8012
55754020,Cidades Importantes do Brasil - Fixo,0,4,0.1113,30,6,,55,8012
55754101,Cidades Importantes do Brasil - Fixo,0,4,0.1113,30,6,,55,8012
55754102,Cidades Importantes do Brasil - Fixo,0,4,0.1113,30,6,,55,8012
55753626,Cidades Importantes do Brasil - Fixo,0,4,0.1113,30,6,,55,8012
55754003,Cidades Importantes do Brasil - Fixo,0,4,0.1113,30,6,,55,8012
55753617,Cidades Importantes do Brasil - Fixo,0,4,0.1113,30,6,,55,8012
55753024,Cidades Importantes do Brasil - Fixo,0,4,0.1113,30,6,,55,8012
55753025,Cidades Importantes do Brasil - Fixo,0,4,0.1113,30,6,,55,8012
55753026,Cidades Importantes do Brasil - Fixo,0,4,0.1113,30,6,,55,8012
55753027,Cidades Importantes do Brasil - Fixo,0,4,0.1113,30,6,,55,8012
55753301,Cidades Importantes do Brasil - Fixo,0,4,0.1113,30,6,,55,8012
55753486,Cidades Importantes do Brasil - Fixo,0,4,0.1113,30,6,,55,8012
55753487,Cidades Importantes do Brasil - Fixo,0,4,0.1113,30,6,,55,8012
55753488,Cidades Importantes do Brasil - Fixo,0,4,0.1113,30,6,,55,8012
55753489,Cidades Importantes do Brasil - Fixo,0,4,0.1113,30,6,,55,8012
55753491,Cidades Importantes do Brasil - Fixo,0,4,0.1113,30,6,,55,8012
55753623,Cidades Importantes do Brasil - Fixo,0,4,0.1113,30,6,,55,8012
55753624,Cidades Importantes do Brasil - Fixo,0,4,0.1113,30,6,,55,8012
557524,Cidades Importantes do Brasil - Fixo,0,4,0.1113,30,6,,55,8012
557526,Cidades Importantes do Brasil - Fixo,0,4,0.1113,30,6,,55,8012
557531,Cidades Importantes do Brasil - Fixo,0,4,0.1113,30,6,,55,8012
557533,Cidades Importantes do Brasil - Fixo,0,4,0.1113,30,6,,55,8012
557540,Cidades Importantes do Brasil - Fixo,0,4,0.1113,30,6,,55,8012
557542,Cidades Importantes do Brasil - Fixo,0,4,0.1113,30,6,,55,8012
557549,Cidades Importantes do Brasil - Fixo,0,4,0.1113,30,6,,55,8012
557551,Cidades Importantes do Brasil - Fixo,0,4,0.1113,30,6,,55,8012
557556,Cidades Importantes do Brasil - Fixo,0,4,0.1113,30,6,,55,8012
557558,Cidades Importantes do Brasil - Fixo,0,4,0.1113,30,6,,55,8012
557527,Cidades Importantes do Brasil - Fixo,0,4,0.1113,30,6,,55,8012
557528,Cidades Importantes do Brasil - Fixo,0,4,0.1113,30,6,,55,8012
557529,Cidades Importantes do Brasil - Fixo,0,4,0.1113,30,6,,55,8012
557530,Cidades Importantes do Brasil - Fixo,0,4,0.1113,30,6,,55,8012
557544,Cidades Importantes do Brasil - Fixo,0,4,0.1113,30,6,,55,8012
557545,Cidades Importantes do Brasil - Fixo,0,4,0.1113,30,6,,55,8012
557546,Cidades Importantes do Brasil - Fixo,0,4,0.1113,30,6,,55,8012
557547,Cidades Importantes do Brasil - Fixo,0,4,0.1113,30,6,,55,8012
557523,Cidades Importantes do Brasil - Fixo,0,4,0.1113,30,6,,55,8012
557525,Cidades Importantes do Brasil - Fixo,0,4,0.1113,30,6,,55,8012
557532,Cidades Importantes do Brasil - Fixo,0,4,0.1113,30,6,,55,8012
557534,Cidades Importantes do Brasil - Fixo,0,4,0.1113,30,6,,55,8012
557541,Cidades Importantes do Brasil - Fixo,0,4,0.1113,30,6,,55,8012
557543,Cidades Importantes do Brasil - Fixo,0,4,0.1113,30,6,,55,8012
557548,Cidades Importantes do Brasil - Fixo,0,4,0.1113,30,6,,55,8012
557550,Cidades Importantes do Brasil - Fixo,0,4,0.1113,30,6,,55,8012
557557,Cidades Importantes do Brasil - Fixo,0,4,0.1113,30,6,,55,8012
557559,Cidades Importantes do Brasil - Fixo,0,4,0.1113,30,6,,55,8012
55754004,Cidades Importantes do Brasil - Fixo,0,4,0.1113,30,6,,55,8012
55754009,Cidades Importantes do Brasil - Fixo,0,4,0.1113,30,6,,55,8012
55823524,Demais Cidades do Brasil - Fixo,0,4,0.1113,30,6,,55,8012
55813645,Demais Cidades do Brasil - Fixo,0,4,0.1113,30,6,,55,8012
55773692,Demais Cidades do Brasil - Fixo,0,4,0.1113,30,6,,55,8012
55793313,Demais Cidades do Brasil - Fixo,0,4,0.1113,30,6,,55,8012
55993601,Demais Cidades do Brasil - Fixo,0,4,0.1113,30,6,,55,8012
55883522,Demais Cidades do Brasil - Fixo,0,4,0.1113,30,6,,55,8012
55333299,Demais Cidades do Brasil - Fixo,0,4,0.1113,30,6,,55,8012
55383523,Demais Cidades do Brasil - Fixo,0,4,0.1113,30,6,,55,8012
55843329,Demais Cidades do Brasil - Fixo,0,4,0.1113,30,6,,55,8012
55473157,Demais Cidades do Brasil - Fixo,0,4,0.1113,30,6,,55,8012
55333743,Demais Cidades do Brasil - Fixo,0,4,0.1113,30,6,,55,8012
55383753,Demais Cidades do Brasil - Fixo,0,4,0.1113,30,6,,55,8012
55513637,Demais Cidades do Brasil - Fixo,0,4,0.1113,30,6,,55,8012
55823556,Demais Cidades do Brasil - Fixo,0,4,0.1113,30,6,,55,8012
55663585,Demais Cidades do Brasil - Fixo,0,4,0.1113,30,6,,55,8012
55663585,Demais Cidades do Brasil - Fixo,0,4,0.1113,30,6,,55,8012
55883567,Demais Cidades do Brasil - Fixo,0,4,0.1113,30,6,,55,8012
55443272,Demais Cidades do Brasil - Fixo,0,4,0.1113,30,6,,55,8012
55443272,Demais Cidades do Brasil - Fixo,0,4,0.1113,30,6,,55,8012
55423459,Demais Cidades do Brasil - Fixo,0,4,0.1113,30,6,,55,8012
55333237,Demais Cidades do Brasil - Fixo,0,4,0.1113,30,6,,55,8012
55813619,Demais Cidades do Brasil - Fixo,0,4,0.1113,30,6,,55,8012
55993424,Demais Cidades do Brasil - Fixo,0,4,0.1113,30,6,,55,8012
55843538,Demais Cidades do Brasil - Fixo,0,4,0.1113,30,6,,55,8012
55163248,Demais Cidades do Brasil - Fixo,0,4,0.1113,30,6,,55,8012
55163258,Demais Cidades do Brasil - Fixo,0,4,0.1113,30,6,,55,8012
55163268,Demais Cidades do Brasil - Fixo,0,4,0.1113,30,6,,55,8012
55163268,Demais Cidades do Brasil - Fixo,0,4,0.1113,30,6,,55,8012
55173489,Demais Cidades do Brasil - Fixo,0,4,0.1113,30,6,,55,8012
55173442,Demais Cidades do Brasil - Fixo,0,4,0.1113,30,6,,55,8012
55173465,Demais Cidades do Brasil - Fixo,0,4,0.1113,30,6,,55,8012
55173463,Demais Cidades do Brasil - Fixo,0,4,0.1113,30,6,,55,8012
55173462,Demais Cidades do Brasil - Fixo,0,4,0.1113,30,6,,55,8012
55173462,Demais Cidades do Brasil - Fixo,0,4,0.1113,30,6,,55,8012
55172144,Demais Cidades do Brasil - Fixo,0,4,0.1113,30,6,,55,8012
55173442,Demais Cidades do Brasil - Fixo,0,4,0.1113,30,6,,55,8012
55173465,Demais Cidades do Brasil - Fixo,0,4,0.1113,30,6,,55,8012
55143273,Demais Cidades do Brasil - Fixo,0,4,0.1113,30,6,,55,8012
55443271,Demais Cidades do Brasil - Fixo,0,4,0.1113,30,6,,55,8012
55114678,Área Metropolitana da Grande São Paulo - Fixo,0,4,0.0409,30,6,,5511,8
55114676,Área Metropolitana da Grande São Paulo - Fixo,0,4,0.0409,30,6,,5511,8
55114675,Área Metropolitana da Grande São Paulo - Fixo,0,4,0.0409,30,6,,5511,8
55114674,Área Metropolitana da Grande São Paulo - Fixo,0,4,0.0409,30,6,,5511,8
55114679,Área Metropolitana da Grande São Paulo - Fixo,0,4,0.0409,30,6,,5511,8
55114677,Área Metropolitana da Grande São Paulo - Fixo,0,4,0.0409,30,6,,5511,8
55114263,Área Metropolitana da Grande São Paulo - Fixo,0,4,0.0409,30,6,,5511,8
55114263,Área Metropolitana da Grande São Paulo - Fixo,0,4,0.0409,30,6,,5511,8
55114674,Área Metropolitana da Grande São Paulo - Fixo,0,4,0.0409,30,6,,5511,8
55114675,Área Metropolitana da Grande São Paulo - Fixo,0,4,0.0409,30,6,,5511,8
55112180,Área Metropolitana da Grande São Paulo - Fixo,0,4,0.0409,30,6,,5511,8
55114678,Área Metropolitana da Grande São Paulo - Fixo,0,4,0.0409,30,6,,5511,8
55114677,Área Metropolitana da Grande São Paulo - Fixo,0,4,0.0409,30,6,,5511,8
55963326,Demais Cidades do Brasil - Fixo,0,4,0.1113,30,6,,55,8012
55383842,Demais Cidades do Brasil - Fixo,0,4,0.1113,30,6,,55,8012
55813657,Demais Cidades do Brasil - Fixo,0,4,0.1113,30,6,,55,8012
55423683,Demais Cidades do Brasil - Fixo,0,4,0.1113,30,6,,55,8012
55222662,Demais Cidades do Brasil - Fixo,0,4,0.1113,30,6,,55,8012
55433547,Demais Cidades do Brasil - Fixo,0,4,0.1113,30,6,,55,8012
55433547,Demais Cidades do Brasil - Fixo,0,4,0.1113,30,6,,55,8012
55443533,Demais Cidades do Brasil - Fixo,0,4,0.1113,30,6,,55,8012
55673274,Demais Cidades do Brasil - Fixo,0,4,0.1113,30,6,,55,8012
55673274,Demais Cidades do Brasil - Fixo,0,4,0.1113,30,6,,55,8012
55633374,Demais Cidades do Brasil - Fixo,0,4,0.1113,30,6,,55,8012
55633925,Demais Cidades do Brasil - Fixo,0,4,0.1113,30,6,,55,8012
55633374,Demais Cidades do Brasil - Fixo,0,4,0.1113,30,6,,55,8012
55653235,Demais Cidades do Brasil - Fixo,0,4,0.1113,30,6,,55,8012
55653235,Demais Cidades do Brasil - Fixo,0,4,0.1113,30,6,,55,8012
55623054,Demais Cidades do Brasil - Fixo,0,4,0.1113,30,6,,55,8012
55633478,Demais Cidades do Brasil - Fixo,0,4,0.1113,30,6,,55,8012
55743551,Demais Cidades do Brasil - Fixo,0,4,0.1113,30,6,,55,8012
55973411,Demais Cidades do Brasil - Fixo,0,4,0.1113,30,6,,55,8012
55443412,Demais Cidades do Brasil - Fixo,0,4,0.1113,30,6,,55,8012
55643487,Demais Cidades do Brasil - Fixo,0,4,0.1113,30,6,,55,8012
55733623,Demais Cidades do Brasil - Fixo,0,4,0.1113,30,6,,55,8012
55643025,Demais Cidades do Brasil - Fixo,0,4,0.1113,30,6,,55,8012
55643681,Demais Cidades do Brasil - Fixo,0,4,0.1113,30,6,,55,8012
55633624,Demais Cidades do Brasil - Fixo,0,4,0.1113,30,6,,55,8012
55643913,Demais Cidades do Brasil - Fixo,0,4,0.1113,30,6,,55,8012
55643681,Demais Cidades do Brasil - Fixo,0,4,0.1113,30,6,,55,8012
55823256,Demais Cidades do Brasil - Fixo,0,4,0.1113,30,6,,55,8012
55463549,Demais Cidades do Brasil - Fixo,0,4,0.1113,30,6,,55,8012
55463565,Demais Cidades do Brasil - Fixo,0,4,0.1113,30,6,,55,8012
55463565,Demais Cidades do Brasil - Fixo,0,4,0.1113,30,6,,55,8012
55343264,Demais Cidades do Brasil - Fixo,0,4,0.1113,30,6,,55,8012
55493668,Demais Cidades do Brasil - Fixo,0,4,0.1113,30,6,,55,8012
55493668,Demais Cidades do Brasil - Fixo,0,4,0.1113,30,6,,55,8012
55353233,Demais Cidades do Brasil - Fixo,0,4,0.1113,30,6,,55,8012
55183866,Demais Cidades do Brasil - Fixo,0,4,0.1113,30,6,,55,8012
55443213,Demais Cidades do Brasil - Fixo,0,4,0.1113,30,6,,55,8012
55443242,Demais Cidades do Brasil - Fixo,0,4,0.1113,30,6,,55,8012
55443242,Demais Cidades do Brasil - Fixo,0,4,0.1113,30,6,,55,8012
55843435,Demais Cidades do Brasil - Fixo,0,4,0.1113,30,6,,55,8012
55173847,Demais Cidades do Brasil - Fixo,0,4,0.1113,30,6,,55,8012
55553819,Demais Cidades do Brasil - Fixo,0,4,0.1113,30,6,,55,8012
55883409,Demais Cidades do Brasil - Fixo,0,4,0.1113,30,6,,55,8012
55873857,Demais Cidades do Brasil - Fixo,0,4,0.1113,30,6,,55,8012
55543198,Demais Cidades do Brasil - Fixo,0,4,0.1113,30,6,,55,8012
55543188,Demais Cidades do Brasil - Fixo,0,4,0.1113,30,6,,55,8012
55543297,Demais Cidades do Brasil - Fixo,0,4,0.1113,30,6,,55,8012
55543196,Demais Cidades do Brasil - Fixo,0,4,0.1113,30,6,,55,8012
55543292,Demais Cidades do Brasil - Fixo,0,4,0.1113,30,6,,55,8012
55543992,Demais Cidades do Brasil - Fixo,0,4,0.1113,30,6,,55,8012
55543032,Demais Cidades do Brasil - Fixo,0,4,0.1113,30,6,,55,8012
55543292,Demais Cidades do Brasil - Fixo,0,4,0.1113,30,6,,55,8012
55623448,Demais Cidades do Brasil - Fixo,0,4,0.1113,30,6,,55,8012
55623448,Demais Cidades do Brasil - Fixo,0,4,0.1113,30,6,,55,8012
55623447,Demais Cidades do Brasil - Fixo,0,4,0.1113,30,6,,55,8012
55893536,Demais Cidades do Brasil - Fixo,0,4,0.1113,30,6,,55,8012
55443236,Demais Cidades do Brasil - Fixo,0,4,0.1113,30,6,,55,8012
55443236,Demais Cidades do Brasil - Fixo,0,4,0.1113,30,6,,55,8012
55893463,Demais Cidades do Brasil - Fixo,0,4,0.1113,30,6,,55,8012
55633626,Demais Cidades do Brasil - Fixo,0,4,0.1113,30,6,,55,8012
55313536,Demais Cidades do Brasil - Fixo,0,4,0.1113,30,6,,55,8012
55433662,Demais Cidades do Brasil - Fixo,0,4,0.1113,30,6,,55,8012
55433662,Demais Cidades do Brasil - Fixo,0,4,0.1113,30,6,,55,8012
55243328,Demais Cidades do Brasil - Fixo,0,4,0.1113,30,6,,55,8012
55893523,Demais Cidades do Brasil - Fixo,0,4,0.1113,30,6,,55,8012
55893321,Demais Cidades do Brasil - Fixo,0,4,0.1113,30,6,,55,8012
55893522,Demais Cidades do Brasil - Fixo,0,4,0.1113,30,6,,55,8012
55893521,Demais Cidades do Brasil - Fixo,0,4,0.1113,30,6,,55,8012
55893515,Demais Cidades do Brasil - Fixo,0,4,0.1113,30,6,,55,8012
55893522,Demais Cidades do Brasil - Fixo,0,4,0.1113,30,6,,55,8012
55893321,Demais Cidades do Brasil - Fixo,0,4,0.1113,30,6,,55,8012
554801,Principais Cidades do Interior do Estado de SP - Fixo,0,4,0.1113,30,6,,55,8012
554803,Principais Cidades do Interior do Estado de SP - Fixo,0,4,0.1113,30,6,,55,8012
554808,Principais Cidades do Interior do Estado de SP - Fixo,0,4,0.1113,30,6,,55,8012
554810,Principais Cidades do Interior do Estado de SP - Fixo,0,4,0.1113,30,6,,55,8012
554817,Principais Cidades do Interior do Estado de SP - Fixo,0,4,0.1113,30,6,,55,8012
554819,Principais Cidades do Interior do Estado de SP - Fixo,0,4,0.1113,30,6,,55,8012
554826,Principais Cidades do Interior do Estado de SP - Fixo,0,4,0.1113,30,6,,55,8012
554828,Principais Cidades do Interior do Estado de SP - Fixo,0,4,0.1113,30,6,,55,8012
554833,Principais Cidades do Interior do Estado de SP - Fixo,0,4,0.1113,30,6,,55,8012
554835,Principais Cidades do Interior do Estado de SP - Fixo,0,4,0.1113,30,6,,55,8012
55484104,Principais Cidades do Interior do Estado de SP - Fixo,0,4,0.1113,30,6,,55,8012
554841,Principais Cidades do Interior do Estado de SP - Fixo,0,4,0.1113,30,6,,55,8012
554848,Principais Cidades do Interior do Estado de SP - Fixo,0,4,0.1113,30,6,,55,8012
554850,Principais Cidades do Interior do Estado de SP - Fixo,0,4,0.1113,30,6,,55,8012
554855,Principais Cidades do Interior do Estado de SP - Fixo,0,4,0.1113,30,6,,55,8012
554857,Principais Cidades do Interior do Estado de SP - Fixo,0,4,0.1113,30,6,,55,8012
554812,Principais Cidades do Interior do Estado de SP - Fixo,0,4,0.1113,30,6,,55,8012
554813,Principais Cidades do Interior do Estado de SP - Fixo,0,4,0.1113,30,6,,55,8012
554814,Principais Cidades do Interior do Estado de SP - Fixo,0,4,0.1113,30,6,,55,8012
554815,Principais Cidades do Interior do Estado de SP - Fixo,0,4,0.1113,30,6,,55,8012
554829,Principais Cidades do Interior do Estado de SP - Fixo,0,4,0.1113,30,6,,55,8012
554830,Principais Cidades do Interior do Estado de SP - Fixo,0,4,0.1113,30,6,,55,8012
554831,Principais Cidades do Interior do Estado de SP - Fixo,0,4,0.1113,30,6,,55,8012
554832,Principais Cidades do Interior do Estado de SP - Fixo,0,4,0.1113,30,6,,55,8012
554843,Principais Cidades do Interior do Estado de SP - Fixo,0,4,0.1113,30,6,,55,8012
554844,Principais Cidades do Interior do Estado de SP - Fixo,0,4,0.1113,30,6,,55,8012
554845,Principais Cidades do Interior do Estado de SP - Fixo,0,4,0.1113,30,6,,55,8012
554846,Principais Cidades do Interior do Estado de SP - Fixo,0,4,0.1113,30,6,,55,8012
554859,Principais Cidades do Interior do Estado de SP - Fixo,0,4,0.1113,30,6,,55,8012
554800,Principais Cidades do Interior do Estado de SP - Fixo,0,4,0.1113,30,6,,55,8012
554802,Principais Cidades do Interior do Estado de SP - Fixo,0,4,0.1113,30,6,,55,8012
554809,Principais Cidades do Interior do Estado de SP - Fixo,0,4,0.1113,30,6,,55,8012
554811,Principais Cidades do Interior do Estado de SP - Fixo,0,4,0.1113,30,6,,55,8012
554816,Principais Cidades do Interior do Estado de SP - Fixo,0,4,0.1113,30,6,,55,8012
554818,Principais Cidades do Interior do Estado de SP - Fixo,0,4,0.1113,30,6,,55,8012
554820,Principais Cidades do Interior do Estado de SP - Fixo,0,4,0.1113,30,6,,55,8012
554825,Principais Cidades do Interior do Estado de SP - Fixo,0,4,0.1113,30,6,,55,8012
554827,Principais Cidades do Interior do Estado de SP - Fixo,0,4,0.1113,30,6,,55,8012
554834,Principais Cidades do Interior do Estado de SP - Fixo,0,4,0.1113,30,6,,55,8012
554836,Principais Cidades do Interior do Estado de SP - Fixo,0,4,0.1113,30,6,,55,8012
55484141,Principais Cidades do Interior do Estado de SP - Fixo,0,4,0.1113,30,6,,55,8012
55484101,Principais Cidades do Interior do Estado de SP - Fixo,0,4,0.1113,30,6,,55,8012
554842,Principais Cidades do Interior do Estado de SP - Fixo,0,4,0.1113,30,6,,55,8012
554847,Principais Cidades do Interior do Estado de SP - Fixo,0,4,0.1113,30,6,,55,8012
554849,Principais Cidades do Interior do Estado de SP - Fixo,0,4,0.1113,30,6,,55,8012
554856,Principais Cidades do Interior do Estado de SP - Fixo,0,4,0.1113,30,6,,55,8012
554858,Principais Cidades do Interior do Estado de SP - Fixo,0,4,0.1113,30,6,,55,8012
554804,Principais Cidades do Interior do Estado de SP - Fixo,0,4,0.1113,30,6,,55,8012
554805,Principais Cidades do Interior do Estado de SP - Fixo,0,4,0.1113,30,6,,55,8012
554806,Principais Cidades do Interior do Estado de SP - Fixo,0,4,0.1113,30,6,,55,8012
554807,Principais Cidades do Interior do Estado de SP - Fixo,0,4,0.1113,30,6,,55,8012
554821,Principais Cidades do Interior do Estado de SP - Fixo,0,4,0.1113,30,6,,55,8012
554822,Principais Cidades do Interior do Estado de SP - Fixo,0,4,0.1113,30,6,,55,8012
554823,Principais Cidades do Interior do Estado de SP - Fixo,0,4,0.1113,30,6,,55,8012
554824,Principais Cidades do Interior do Estado de SP - Fixo,0,4,0.1113,30,6,,55,8012
554837,Principais Cidades do Interior do Estado de SP - Fixo,0,4,0.1113,30,6,,55,8012
554838,Principais Cidades do Interior do Estado de SP - Fixo,0,4,0.1113,30,6,,55,8012
554839,Principais Cidades do Interior do Estado de SP - Fixo,0,4,0.1113,30,6,,55,8012
554840,Principais Cidades do Interior do Estado de SP - Fixo,0,4,0.1113,30,6,,55,8012
554851,Principais Cidades do Interior do Estado de SP - Fixo,0,4,0.1113,30,6,,55,8012
554852,Principais Cidades do Interior do Estado de SP - Fixo,0,4,0.1113,30,6,,55,8012
554853,Principais Cidades do Interior do Estado de SP - Fixo,0,4,0.1113,30,6,,55,8012
554854,Principais Cidades do Interior do Estado de SP - Fixo,0,4,0.1113,30,6,,55,8012
55482106,Demais Capitais Estaduais - Fixo,0,4,0.1113,30,6,,55,8012
55482107,Demais Capitais Estaduais - Fixo,0,4,0.1113,30,6,,55,8012
55483021,Demais Capitais Estaduais - Fixo,0,4,0.1113,30,6,,55,8012
55483022,Demais Capitais Estaduais - Fixo,0,4,0.1113,30,6,,55,8012
55483084,Demais Capitais Estaduais - Fixo,0,4,0.1113,30,6,,55,8012
55483085,Demais Capitais Estaduais - Fixo,0,4,0.1113,30,6,,55,8012
55483207,Demais Capitais Estaduais - Fixo,0,4,0.1113,30,6,,55,8012
55483208,Demais Capitais Estaduais - Fixo,0,4,0.1113,30,6,,55,8012
55483209,Demais Capitais Estaduais - Fixo,0,4,0.1113,30,6,,55,8012
55483211,Demais Capitais Estaduais - Fixo,0,4,0.1113,30,6,,55,8012
55483228,Demais Capitais Estaduais - Fixo,0,4,0.1113,30,6,,55,8012
55483229,Demais Capitais Estaduais - Fixo,0,4,0.1113,30,6,,55,8012
55483231,Demais Capitais Estaduais - Fixo,0,4,0.1113,30,6,,55,8012
55483232,Demais Capitais Estaduais - Fixo,0,4,0.1113,30,6,,55,8012
55483233,Demais Capitais Estaduais - Fixo,0,4,0.1113,30,6,,55,8012
55483261,Demais Capitais Estaduais - Fixo,0,4,0.1113,30,6,,55,8012
55483266,Demais Capitais Estaduais - Fixo,0,4,0.1113,30,6,,55,8012
55483269,Demais Capitais Estaduais - Fixo,0,4,0.1113,30,6,,55,8012
55483271,Demais Capitais Estaduais - Fixo,0,4,0.1113,30,6,,55,8012
55483306,Demais Capitais Estaduais - Fixo,0,4,0.1113,30,6,,55,8012
55483307,Demais Capitais Estaduais - Fixo,0,4,0.1113,30,6,,55,8012
55483308,Demais Capitais Estaduais - Fixo,0,4,0.1113,30,6,,55,8012
